"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"368089","occ","","","33480","Sorex praearaneus","species","115168","Early Pleistocene","","2.588","0.781","9224"
"368090","occ","","","34192","Sorex minutus","species","115169","Pleistocene","","2.588","0.0117","9224"
"368091","occ","","","34192","Sorex bor","species","110662","Pleistocene","","2.588","0.0117","9224"
"368092","occ","","","34192","Sorex praearaneus","species","115168","Pleistocene","","2.588","0.0117","9224"
"368093","occ","","","34683","Sorex runtonensis","species","54109","Pleistocene","","2.588","0.0117","9224"
"368094","occ","","","34683","Sorex praearaneus","species","115168","Pleistocene","","2.588","0.0117","9224"
"368095","occ","","","33873","Sorex runtonensis","species","54109","MN 14","MN 15","4.9","3.2","9224"
"368096","occ","","","33873","Sorex","genus","40486","MN 14","MN 15","4.9","3.2","9224"
"368097","occ","","","33873","Neomys","genus","40474","MN 14","MN 15","4.9","3.2","9224"
"368098","occ","","","33872","Sorex","genus","40486","MN 15","","4.2","3.2","9224"
"368099","occ","","","33872","Sorex minutus","species","115169","MN 15","","4.2","3.2","9224"
"368100","occ","","","33872","Sorex praealpinus","species","115171","MN 15","","4.2","3.2","9224"
"368101","occ","","","33872","Sorex","genus","40486","MN 15","","4.2","3.2","9224"
"368102","occ","","","33874","Sorex minutus","species","115169","Pleistocene","","2.588","0.0117","9224"
"368103","occ","","","33874","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9224"
"368104","occ","","","33874","Sorex praealpinus","species","115171","Pleistocene","","2.588","0.0117","9224"
"368105","occ","","","33874","Sorex runtonensis","species","54109","Pleistocene","","2.588","0.0117","9224"
"368106","occ","","","33874","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9224"
"368107","occ","","","33874","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9224"
"368108","occ","","","33874","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9224"
"368109","occ","","","33874","Neomys","genus","40474","Pleistocene","","2.588","0.0117","9224"
"368111","occ","","","34825","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9224"
"368274","occ","","","34842","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9314"
"368275","occ","","","34842","Soricinae","subfamily","53430","Middle Pleistocene","","0.781","0.126","9314"
"368276","occ","","","34842","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","9314"
"368331","occ","","","34848","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9314"
"368532","occ","","","34870","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","9346"
"368533","occ","","","34870","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9346"
"368534","occ","","","34870","Neomys","genus","40474","Pleistocene","","2.588","0.0117","9346"
"368535","occ","","","34870","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","9346"
"368626","occ","","","34872","Beremendia","genus","40456","Pleistocene","","2.588","0.0117","9346"
"368627","occ","","","34872","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9346"
"368628","occ","","","34872","Neomys","genus","40474","Pleistocene","","2.588","0.0117","9346"
"368629","occ","","","34872","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","9346"
"369029","occ","","","34911","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9372"
"369115","occ","","","34916","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","9374"
"369116","occ","","","34916","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9374"
"369690","occ","","","34985","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9390"
"369691","occ","","","34985","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","9390"
"369692","occ","","","34985","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9390"
"369841","occ","","","34996","Soricidae","family","40443","Ruscinian","","5.333","3.2","9391"
"369851","occ","","","34997","Episoriculus gibberodon","species","54307","Ruscinian","","5.333","3.2","9391"
"369852","occ","","","34997","Miosorex","genus","53427","Ruscinian","","5.333","3.2","9391"
"369868","occ","","","34998","Episoriculus gibberodon","species","54307","Villanyian","","3.2","2.588","9391"
"369869","occ","","","34998","Beremendia","genus","40456","Villanyian","","3.2","2.588","9391"
"369873","occ","","","34999","Soricidae","family","40443","Ruscinian","","5.333","3.2","9391"
"369890","occ","","","35002","Episoriculus gibberodon","species","54307","Villanyian","","3.2","2.588","9391"
"369891","occ","","","35002","Soricidae","family","40443","Villanyian","","3.2","2.588","9391"
"370106","occ","","","35038","Soricidae","family","40443","Pliocene","Pleistocene","5.333","0.0117","9415"
"370223","occ","","","35045","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","9309"
"370224","occ","","","35045","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9309"
"370225","occ","","","35045","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9309"
"370226","occ","","","35045","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9309"
"370270","occ","","","35047","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9309"
"370456","occ","","","35076","Beremendia","genus","40456","Pliocene","Pleistocene","5.333","0.0117","9424"
"370457","occ","","","35076","Petenyia hungarica","species","54110","Pliocene","Pleistocene","5.333","0.0117","9424"
"370458","occ","","","35076","Episoriculus gibberodon","species","54307","Pliocene","Pleistocene","5.333","0.0117","9424"
"370459","occ","","","35076","Sorex","genus","40486","Pliocene","Pleistocene","5.333","0.0117","9424"
"370460","occ","","","35076","Sorex subminutus","species","115170","Pliocene","Pleistocene","5.333","0.0117","9424"
"370494","occ","","","35077","Soricidae","family","40443","Turolian","","8.7","5.333","9415"
"370521","occ","","","35078","Soricidae","family","40443","Early Pleistocene","Middle Pleistocene","2.588","0.126","9415"
"370743","occ","","","35086","Soricidae","family","40443","Ruscinian","","5.333","3.2","9439"
"371394","occ","","","35169","Soricidae","family","40443","Early Pleistocene","","2.588","0.781","9440"
"371836","occ","","","35229","Soricidae","family","40443","Villanyian","","3.2","2.588","9440"
"373444","occ","","","35354","Beremendia","genus","40456","Ruscinian","Villanyian","5.333","2.588","9534"
"373445","occ","","","35354","Blarinoides mariae","species","94099","Ruscinian","Villanyian","5.333","2.588","9534"
"373446","occ","","","35354","Petenyia hungarica","species","54110","Ruscinian","Villanyian","5.333","2.588","9534"
"373447","occ","","","35354","Episoriculus gibberodon","species","54307","Ruscinian","Villanyian","5.333","2.588","9534"
"373448","occ","","","35354","Petenyiella","genus","54111","Ruscinian","Villanyian","5.333","2.588","9534"
"373449","occ","","","35354","Sorex","genus","40486","Ruscinian","Villanyian","5.333","2.588","9534"
"373526","occ","","","35358","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"373527","occ","","","35358","Blarinoides mariae","species","94099","Villanyian","","3.2","2.588","9534"
"373528","occ","","","35358","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","9534"
"373529","occ","","","35358","Petenyiella","genus","54111","Villanyian","","3.2","2.588","9534"
"373530","occ","","","35358","Episoriculus gibberodon","species","54307","Villanyian","","3.2","2.588","9534"
"373578","occ","","","35359","Soriculus","genus","40488","Pliocene","Pleistocene","5.333","0.0117","9534"
"373579","occ","","","35359","Petenyia hungarica","species","54110","Pliocene","Pleistocene","5.333","0.0117","9534"
"373580","occ","","","35359","Beremendia","genus","40456","Pliocene","Pleistocene","5.333","0.0117","9534"
"373581","occ","","","35359","Sorex runtonensis","species","54109","Pliocene","Pleistocene","5.333","0.0117","9534"
"373620","occ","","","35361","Soricidae","family","40443","Late Miocene","","11.608","5.333","9546"
"373629","occ","","","35362","Soricidae","family","40443","Late Miocene","","11.608","5.333","9546"
"374097","occ","","","35368","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"374098","occ","","","35368","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","9534"
"374099","occ","","","35368","Sorex minutus","species","115169","Villanyian","","3.2","2.588","9534"
"374100","occ","","","35368","Sorex runtonensis","species","54109","Villanyian","","3.2","2.588","9534"
"374101","occ","","","35368","Soricidae","family","40443","Villanyian","","3.2","2.588","9534"
"374128","occ","","","35369","Sorex runtonensis","species","54109","Villanyian","","3.2","2.588","9534"
"374129","occ","","","35369","Sorex minutus","species","115169","Villanyian","","3.2","2.588","9534"
"374130","occ","","","35369","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"374131","occ","","","35369","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","9534"
"374132","occ","","","35369","Episoriculus gibberodon","species","54307","Villanyian","","3.2","2.588","9534"
"374133","occ","","","35369","Crocidura","genus","40463","Villanyian","","3.2","2.588","9534"
"374191","occ","","","35370","Sorex","genus","40486","Villanyian","","3.2","2.588","9534"
"374192","occ","","","35370","Sorex","genus","40486","Villanyian","","3.2","2.588","9534"
"374193","occ","","","35370","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"374194","occ","","","35370","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","9534"
"374195","occ","","","35370","Crocidura","genus","40463","Villanyian","","3.2","2.588","9534"
"374234","occ","","","35371","Sorex runtonensis","species","54109","Villanyian","","3.2","2.588","9534"
"374235","occ","","","35371","Sorex minutus","species","115169","Villanyian","","3.2","2.588","9534"
"374236","occ","","","35371","Drepanosorex","genus","253423","Villanyian","","3.2","2.588","9534"
"374237","occ","","","35371","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"374238","occ","","","35371","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","9534"
"374239","occ","","","35371","Soriculus","genus","40488","Villanyian","","3.2","2.588","9534"
"374240","occ","","","35371","Crocidura","genus","40463","Villanyian","","3.2","2.588","9534"
"374285","occ","","","35373","Episoriculus gibberodon","species","54307","Villanyian","","3.2","2.588","9534"
"374286","occ","","","35373","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"374394","occ","","","35382","Beremendia","genus","40456","Villanyian","","3.2","2.588","9534"
"374395","occ","","","35382","Crocidura","genus","40463","Villanyian","","3.2","2.588","9534"
"374403","occ","","","35383","Sorex runtonensis","species","54109","Pliocene","Pleistocene","5.333","0.0117","9534"
"374404","occ","","","35383","Beremendia","genus","40456","Pliocene","Pleistocene","5.333","0.0117","9534"
"374405","occ","","","35383","Petenyia hungarica","species","54110","Pliocene","Pleistocene","5.333","0.0117","9534"
"374406","occ","","","35383","Crocidura","genus","40463","Pliocene","Pleistocene","5.333","0.0117","9534"
"375008","occ","","","35427","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375009","occ","","","35427","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375010","occ","","","35427","Episoriculus gibberodon","species","54307","Early Pleistocene","","2.588","0.781","9534"
"375011","occ","","","35427","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375012","occ","","","35427","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","9534"
"375026","occ","","","35428","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375027","occ","","","35428","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","9534"
"375028","occ","","","35428","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","9534"
"375029","occ","","","35428","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375030","occ","","","35428","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375114","occ","","","35431","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375115","occ","","","35431","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","9534"
"375116","occ","","","35431","Soriculus","genus","40488","Early Pleistocene","","2.588","0.781","9534"
"375117","occ","","","35431","Neomys","genus","40474","Early Pleistocene","","2.588","0.781","9534"
"375118","occ","","","35431","Drepanosorex","genus","253423","Early Pleistocene","","2.588","0.781","9534"
"375119","occ","","","35431","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375120","occ","","","35431","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","9534"
"375121","occ","","","35431","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375122","occ","","","35431","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375158","occ","","","35432","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375159","occ","","","35432","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","9534"
"375160","occ","","","35432","Episoriculus","genus","40468","Early Pleistocene","","2.588","0.781","9534"
"375161","occ","","","35432","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375162","occ","","","35432","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375163","occ","","","35432","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375471","occ","","","35442","Drepanosorex","genus","253423","Early Pleistocene","","2.588","0.781","9534"
"375472","occ","","","35442","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375473","occ","","","35442","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375474","occ","","","35442","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375603","occ","","","35457","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375604","occ","","","35457","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375605","occ","","","35457","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","9534"
"375606","occ","","","35457","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375607","occ","","","35457","Episoriculus","genus","40468","Early Pleistocene","","2.588","0.781","9534"
"375674","occ","","","35459","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9534"
"375675","occ","","","35459","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","9534"
"375676","occ","","","35459","Drepanosorex","genus","253423","Early Pleistocene","","2.588","0.781","9534"
"375677","occ","","","35459","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9534"
"375678","occ","","","35459","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","9534"
"375759","occ","","","35463","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375760","occ","","","35463","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","9534"
"375779","occ","","","35464","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375780","occ","","","35464","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9534"
"375781","occ","","","35464","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","9534"
"375782","occ","","","35464","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","9534"
"375783","occ","","","35464","Suncus","genus","40490","Middle Pleistocene","","0.781","0.126","9534"
"375809","occ","","","35465","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375810","occ","","","35465","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","9534"
"375811","occ","","","35465","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","9534"
"375838","occ","","","35466","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375839","occ","","","35466","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","9534"
"375840","occ","","","35466","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","9534"
"375869","occ","","","35467","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375870","occ","","","35467","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9534"
"375871","occ","","","35467","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","9534"
"375872","occ","","","35467","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","9534"
"375901","occ","","","35468","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375902","occ","","","35468","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","9534"
"375927","occ","","","35469","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375928","occ","","","35469","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9534"
"375929","occ","","","35469","Beremendia","genus","40456","Middle Pleistocene","","0.781","0.126","9534"
"375960","occ","","","35472","Petenyia hungarica","species","54110","Middle Pleistocene","","0.781","0.126","9534"
"375961","occ","","","35472","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9534"
"375962","occ","","","35472","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9534"
"375964","occ","","","35472","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9534"
"376010","occ","","","35473","Sorex runtonensis","species","54109","Pliocene","Pleistocene","5.333","0.0117","9534"
"376011","occ","","","35473","Beremendia","genus","40456","Pliocene","Pleistocene","5.333","0.0117","9534"
"376059","occ","","","35476","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9534"
"376060","occ","","","35476","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9534"
"376061","occ","","","35476","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","9534"
"379603","occ","","","35905","Sorex minutus","species","115169","Early Pleistocene","","2.588","0.781","9643"
"379604","occ","","","35905","Sorex runtonensis","species","54109","Early Pleistocene","","2.588","0.781","9643"
"379605","occ","","","35905","Sorex praealpinus","species","115171","Early Pleistocene","","2.588","0.781","9643"
"379606","occ","","","35905","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","9643"
"379607","occ","","","35905","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","9643"
"379608","occ","","","35905","Asoriculus","genus","56148","Early Pleistocene","","2.588","0.781","9643"
"379640","occ","","","35907","Sorex runtonensis","species","54109","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379641","occ","","","35907","Beremendia","genus","40456","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"380243","occ","","","36000","Beremendia","genus","40456","Late Pliocene","","3.6","2.588","9672"
"380274","occ","","","36008","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","9672"
"380286","occ","","","36009","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","13430"
"380295","occ","","","36013","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13430"
"380296","occ","","","36013","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","13430"
"381185","occ","","","36206","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"381186","occ","","","36206","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9643"
"381187","occ","","","36206","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"381338","occ","","","36213","Sorex","genus","40486","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"381351","occ","","","36214","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9643"
"381352","occ","","","36214","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"381353","occ","","","36214","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9643"
"381453","occ","","","36219","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","9643"
"381454","occ","","","36219","Sorex praearaneus","species","115168","Middle Pleistocene","","0.781","0.126","9643"
"381455","occ","","","36219","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9643"
"381456","occ","","","36219","Sorex runtonensis","species","54109","Middle Pleistocene","","0.781","0.126","9643"
"381457","occ","","","36219","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","9643"
"383631","occ","","","36452","Crocidura russula","species","233992","Pleistocene","","2.588","0.0117","9767"
"383632","occ","","","36452","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","9767"
"385307","occ","","","36706","Sorex araneus","species","104184","Middle Pleistocene","","0.781","0.126","9309"
"385308","occ","","","36706","Sorex minutus","species","115169","Middle Pleistocene","","0.781","0.126","9309"
"385309","occ","","","36706","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9309"
"385310","occ","","","36706","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","9309"
"385740","occ","","","36760","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","9852"
"385741","occ","","","36760","Sorex","genus","40486","Pleistocene","","2.588","0.0117","9852"
"387574","occ","","","37047","Soricidae","family","40443","MN 12","","7.75","7.246","9926"
"387600","occ","","","37050","Soricinae","subfamily","53430","Burdigalian","","20.44","15.97","9929"
"387601","occ","","","37050","Crocidurinae","subfamily","56994","Burdigalian","","20.44","15.97","9929"
"391398","occ","19360","","37518","Srinitium marteli","species","99038","MP 24","","33.9","28.4","24184"
"391488","occ","","","37546","Paenelimnoecus repenningi","species","91115","Turolian","","8.7","5.333","10045"
"396907","occ","","","38137","Miosorex grivensis","species","56995","MN 6","","13.65","12.75","10239"
"398214","occ","","","13066","Blarina brevicauda","species","51632","Pleistocene","","2.588","0.0117","10274"
"398221","occ","","","13066","Sorex cinereus","species","51634","Pleistocene","","2.588","0.0117","10274"
"398227","occ","","","13066","Sorex fumeus","species","51643","Pleistocene","","2.588","0.0117","10274"
"403460","occ","","","38712","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","10406"
"405224","occ","18582","","32649","Petenyia dubia","species","91060","MN 11","","8.7","7.75","19062"
"405225","occ","18583","","32649","Paenelimnoecus repenningi","species","91115","MN 11","","8.7","7.75","19062"
"405226","occ","","","32649","Petenyiella","genus","54111","MN 11","","8.7","7.75","10466"
"405227","occ","18581","","32649","Crusafontina kormosi","species","91210","MN 11","","8.7","7.75","19062"
"405228","occ","18584","","32649","Soricinae","subfamily","53430","MN 11","","8.7","7.75","19062"
"405229","occ","","","32649","Limnoecus","genus","40471","MN 11","","8.7","7.75","10466"
"406509","occ","","","13489","Soricidae","family","40443","Tortonian","","11.62","7.246","10569"
"407957","occ","","","11803","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","10604"
"407958","occ","","","11803","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","10604"
"407982","occ","","","39251","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","10604"
"407994","occ","","","39252","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","10604"
"407995","occ","","","39252","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","10604"
"408495","occ","","","39321","Soricidae","family","40443","Early Pleistocene","","2.588","0.781","10617"
"411041","occ","","","39714","Sorex","genus","40486","Sarmatian","","12.7","11.608","10749"
"411042","occ","","","39714","Pseudotrimylus","genus","40484","Sarmatian","","12.7","11.608","10749"
"411474","occ","","","39797","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","10779"
"411475","occ","","","39797","Sorex araneus","species","104184","Early Pleistocene","","2.588","0.781","10779"
"411476","occ","","","39797","Beremendia","genus","40456","Early Pleistocene","","2.588","0.781","10779"
"411477","occ","","","39797","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","10779"
"411478","occ","","","39797","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","10779"
"412056","occ","11056","","39845","Beremendia","genus","40456","Pliocene","","5.333","2.588","10805"
"414595","occ","","","40121","Blarinoides mariae","species","94099","Pliocene","","5.333","2.588","10873"
"415349","occ","","","13293","Sorex","genus","40486","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10880"
"415462","occ","","","40260","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","10873"
"415463","occ","","","40260","Drepanosorex","genus","253423","Middle Pleistocene","","0.781","0.126","10873"
"415464","occ","","","40260","Neomys","genus","40474","Middle Pleistocene","","0.781","0.126","10873"
"415483","occ","","","40263","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","10873"
"416567","occ","","","40391","Sorex","genus","40486","Pliocene","","5.333","2.588","10897"
"416568","occ","","","40391","Sorex","genus","40486","Pliocene","","5.333","2.588","10897"
"416569","occ","","","40391","Beremendia","genus","40456","Pliocene","","5.333","2.588","10897"
"416570","occ","","","40391","Petenyia hungarica","species","54110","Pliocene","","5.333","2.588","10897"
"418078","occ","","","40548","Episoriculus gibberodon","species","54307","Ruscinian","","5.333","3.2","10947"
"418288","occ","","","40564","Crocidurinae","subfamily","56994","Pliocene","","5.333","2.588","10949"
"418927","occ","","","34104","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","10946"
"418994","occ","","","39409","Soricidae","family","40443","Pliocene","","5.333","2.588","10960"
"419092","occ","","","40716","Soricidae","family","40443","Burdigalian","","20.44","15.97","10964"
"419536","occ","","","40755","Soricidae","family","40443","Miocene","","23.03","5.333","10998"
"419707","occ","","","40767","Soricidae","family","40443","Vallesian","","11.608","8.7","11010"
"421532","occ","","","40984","Sorex araneus","species","104184","Late Pleistocene","","0.126","0.0117","11042"
"421533","occ","","","40984","Crocidura russula","species","233992","Late Pleistocene","","0.126","0.0117","11042"
"421618","occ","","","40995","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","11570"
"421619","occ","","","40995","Episoriculus gibberodon","species","54307","Early Pleistocene","","2.588","0.781","11570"
"421647","occ","","","40999","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","11051"
"421648","occ","","","40999","Neomyini","tribe","54306","Early Pleistocene","","2.588","0.781","11051"
"421654","occ","","","41000","Crocidura","genus","40463","Early Pleistocene","","2.588","0.781","11051"
"421655","occ","","","41000","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","11051"
"421656","occ","","","41000","Episoriculus gibberodon","species","54307","Early Pleistocene","","2.588","0.781","11051"
"421666","occ","","","41001","Petenyia hungarica","species","54110","Early Pleistocene","","2.588","0.781","11051"
"421667","occ","","","41001","Episoriculus gibberodon","species","54307","Early Pleistocene","","2.588","0.781","11051"
"421668","occ","","","41001","Soricidae","family","40443","Early Pleistocene","","2.588","0.781","11051"
"422050","occ","","","41026","Petenyia hungarica","species","54110","Villanyian","","3.2","2.588","11054"
"422051","occ","","","41026","Blarinoides mariae","species","94099","Villanyian","","3.2","2.588","11054"
"422052","occ","","","41026","Beremendia","genus","40456","Villanyian","","3.2","2.588","11054"
"422136","occ","","","41031","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","11056"
"422148","occ","","","41037","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","11056"
"422162","occ","","","41049","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","11056"
"429252","occ","","","41931","Sorex subminutus","species","115170","Pliocene","","5.333","2.588","11202"
"429264","occ","","","41932","Sorex subminutus","species","115170","Pliocene","","5.333","2.588","11202"
"429265","occ","","","41932","Beremendia","genus","40456","Pliocene","","5.333","2.588","11202"
"429266","occ","","","41932","Myosorex","genus","40473","Pliocene","","5.333","2.588","11202"
"429289","occ","","","41937","Sorex subminutus","species","115170","Pliocene","","5.333","2.588","11202"
"429346","occ","","","41943","Soricidae","family","40443","Ruscinian","","5.333","3.2","11202"
"429403","occ","","","41949","Paenelimnoecus repenningi","species","91115","Turolian","","8.7","5.333","11202"
"439017","occ","","","42866","Crocidura russula","species","233992","Middle Pleistocene","","0.781","0.126","11378"
"439018","occ","","","42866","Crocidura","genus","40463","Middle Pleistocene","","0.781","0.126","11378"
"439183","occ","13114","","42867","Sorex minutus","species","48543","Early Pleistocene","","2.588","0.781","13182"
"440071","occ","","","43010","Soricidae","family","40443","Ruscinian","","5.333","3.2","11399"
"441335","occ","","","43209","Beremendia","genus","40456","Villanyian","","3.2","2.588","11420"
"441336","occ","","","43209","Soricidae","family","40443","Villanyian","","3.2","2.588","11420"
"441346","occ","","","43210","Sorex","genus","40486","Villanyian","","3.2","2.588","11420"
"441347","occ","","","43210","Paenelimnoecus","genus","40478","Villanyian","","3.2","2.588","11420"
"441361","occ","","","43211","Soricidae","family","40443","Villanyian","","3.2","2.588","11420"
"441373","occ","","","43212","Sorex","genus","40486","Villanyian","","3.2","2.588","11420"
