"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"711996","occ","","","28629","Lartetium n. sp. petersbuchense","species","111516","","Lartetium petersbuchense","","species","111516","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Lartetium","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"711997","occ","","","28629","Paenelimnoecus micromorphus","species","111511","","Paenelimnoecus micromorphus","","species","111510","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Paenelimnoecus","","","","","11.197222","48.976391","Petersbuch 2","","","DE","Bavaria","Eichstätt","stated in text","seconds","outcrop","Volkert limestone quarry E of Titting-Petersbuch (R 4441310 H 5426880; Ziegler 1989)\r\ncoordinates originally entered as 48°53' N 11°10' E have been changed accordingly (TL)","gp_mid","13.28","45.94","305","DE","","","","","group of beds","","","","","","","","","After Heissig (1978 Mitt. Bayer. Staatsslg. Paläont. Hist. Geol. 18): The infill of the fissure consists of a reddish-brown clay with iron oxide nodules and fragments of phosphatic nodules. Siliceous residuals from the Kimmeridgian limestones are common. Sand is absent. In the upper part of the infill the clay partially is cemented by carbonate. No bedding was observed.","claystone","red or brown","poorly lithified","","Y","","","","","","fissure fill","","Infill of system of carstic fissures in Upper Jurassic limestones (Weißjura  Kimmeridgian) of the southern Franconian Alb: several N-S trending fissures interconnected by a large NW-SE trendig fissure; fissures are about 1 m wide at the bottom of the quarry and become narrower upwards (Heissig 1978).","macrofossils,mesofossils","","","","","","","","body,permineralized","good","","","","","","","","","","","","taxonomic","mechanical","BSP","all macrofossils","","","","","Fissure was discovered by H. Eisen (quarry manager) who informed G. Viohl of the Juramuseum Eichstätt; first investigations were made in 1977.\r\nNote: Total collection size entry (4436 specimens) has been removed since specimen numbers for individual snake taxa had been entered already. Hence also specimen numbers of mammal taxa should be entered individually. (TL)","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"712000","occ","","","69775","Miosorex pusilliformis","species","111508","","Miosorex pusilliformis","","species","111507","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Miosorex","","","","","11.166667","48.883331","Erkertshofen 2","","","DE","Bavaria","","based on nearby landmark","minutes","","Coordinates based on town of Eichstätt","gp_mid","13.25","45.84","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"712001","occ","","","69775","Soricella discrepans","species","111509","","Soricella discrepans","","species","111509","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Soricella","","","","","11.166667","48.883331","Erkertshofen 2","","","DE","Bavaria","","based on nearby landmark","minutes","","Coordinates based on town of Eichstätt","gp_mid","13.25","45.84","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"712002","occ","","","69775","Florinia stehlini","species","53424","","Florinia stehlini","","species","111512","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Florinia","","","","","11.166667","48.883331","Erkertshofen 2","","","DE","Bavaria","","based on nearby landmark","minutes","","Coordinates based on town of Eichstätt","gp_mid","13.25","45.84","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"712003","occ","","","69775","Lartetium petersbuchense","species","111516","","Lartetium petersbuchense","","species","111516","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Lartetium","","","","","11.166667","48.883331","Erkertshofen 2","","","DE","Bavaria","","based on nearby landmark","minutes","","Coordinates based on town of Eichstätt","gp_mid","13.25","45.84","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"712004","occ","","","69775","Lartetium dehmi","species","111513","species not entered","Lartetium","","genus","111513","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Lartetium","","","","","11.166667","48.883331","Erkertshofen 2","","","DE","Bavaria","","based on nearby landmark","minutes","","Coordinates based on town of Eichstätt","gp_mid","13.25","45.84","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"712005","occ","","","69775","Paenelimnoecus micromorphus","species","111511","","Paenelimnoecus micromorphus","","species","111510","MN 4","","16.9","15.97","Ziegler","1989","25685","Chordata","Mammalia","","Soricidae","Paenelimnoecus","","","","","11.166667","48.883331","Erkertshofen 2","","","DE","Bavaria","","based on nearby landmark","minutes","","Coordinates based on town of Eichstätt","gp_mid","13.25","45.84","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"723115","occ","","","69802","Anourosorex kormosi","species","91210","recombined as","Crusafontina kormosi","","species","91210","MN 11","","8.7","7.75","Storch","1978","23407","Chordata","Mammalia","","Soricidae","Crusafontina","","","","","8.269722","49.768612","Dorn-Dürkheim 1","","","DE","Rheinland-Pfalz","","based on political unit","seconds","","","gp_mid","9.41","48.34","305","DE","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","taxonomic","","SMF","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"724140","occ","","","49816","Sorex vulgaris","species","40486","species not entered","Sorex","","genus","40486","Middle Pleistocene","","0.781","0.126","Newton","1882","26261","Chordata","Mammalia","","Soricidae","Sorex","","","","","1.246667","52.940556","West Runton Freshwater Bed Norfolk England","","WRFB","UK","Norfolk","","based on nearby landmark","seconds","","Co-ordinates based on the village of West Runton.","gp_mid","1.25","52.94","315","UK","","Cromer Forest Bed","","Freshwater Bed","","","West Runton","","","","","","Early Middle Pleistocene. Cromerian stratotype. Pollen substage 2.","","","","","","","","","","","","","","","macrofossils,mesofossils,microfossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","","","","","","","","Temperate climate. Temperate woodland grass and herbs with alder carr reedswamp and aquatic vegetation close by.","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"724141","occ","","","49816","Sorex pygmaeus","species","40486","species not entered","Sorex","","genus","40486","Middle Pleistocene","","0.781","0.126","Newton","1882","26261","Chordata","Mammalia","","Soricidae","Sorex","","","","","1.246667","52.940556","West Runton Freshwater Bed Norfolk England","","WRFB","UK","Norfolk","","based on nearby landmark","seconds","","Co-ordinates based on the village of West Runton.","gp_mid","1.25","52.94","315","UK","","Cromer Forest Bed","","Freshwater Bed","","","West Runton","","","","","","Early Middle Pleistocene. Cromerian stratotype. Pollen substage 2.","","","","","","","","","","","","","","","macrofossils,mesofossils,microfossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","","","","","","","","Temperate climate. Temperate woodland grass and herbs with alder carr reedswamp and aquatic vegetation close by.","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"724219","occ","","","33396","Sorex n. sp. subminutus","species","115170","","Sorex subminutus","","species","115170","MN 15","","4.2","3.2","Sulimski","1962","26264","Chordata","Mammalia","","Soricidae","Sorex","","","","","22.150000","52.349998","We","","Weze I","PL","","Siedlce","based on nearby landmark","3","outcrop","from Weze near Dzialoszyn","gp_mid","22.54","51.56","302","PL","","","","","group of beds","","","","","","","","Assigned to mammalian zone MN 15 (Ref 9172 1989).","""bone breccia""","breccia","shelly/skeletal","","","","","","","","","cave","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection","","some genera","","","","","Mlynarski 1962 has Weze I and Weze II on the taxonomic list but only describes Weze I in terms of locality so it's unclear what the relationship betwen I and II is.","some from owl pelets some from animals that fell into the cave","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"724222","occ","","","33396","Suncus n. sp. zelceus","species","94101","recombined as","Petenyiella zelcea","","species","94101","MN 15","","4.2","3.2","Sulimski","1959","19902","Chordata","Mammalia","","Soricidae","Petenyiella","","","","","22.150000","52.349998","We","","Weze I","PL","","Siedlce","based on nearby landmark","3","outcrop","from Weze near Dzialoszyn","gp_mid","22.54","51.56","302","PL","","","","","group of beds","","","","","","","","Assigned to mammalian zone MN 15 (Ref 9172 1989).","""bone breccia""","breccia","shelly/skeletal","","","","","","","","","cave","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection","","some genera","","","","","Mlynarski 1962 has Weze I and Weze II on the taxonomic list but only describes Weze I in terms of locality so it's unclear what the relationship betwen I and II is.","some from owl pelets some from animals that fell into the cave","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"724315","occ","","","69540","Soricidae indet.","family","40443","","Soricidae","","family","40443","MN 4","","16.9","15.97","Welcomme et al.","1997","23349","Chordata","Mammalia","","Soricidae","","","","","","69.146667","29.031111","Dera Bugti Level 6","","Bugti Hills","PK","Balochistan","","estimated from map","seconds","outcrop","apparently a single locality or several closely spaced localities","gp_mid","70.38","20.96","501","PK","","","","","group of beds","","","","","","","","from an interval 2 m thick within section B near Kumbi far to the west of Dera Bugti city","""more or less consolidated sand""","sandstone","","poorly lithified","","Y","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","field collection","","","","","","1995 1996","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
